nome,quantidade
"""RINOSORO XT JET 09% SPR INF NAS FR100ML"",",1
"""RINOSORO XT SIC AD 09% SOL 50ML"",",1
"""RINOSORO XT SIC INF 09 SOL 50ML"",",1
"""RIVOTRIL 0",1
"""RIVOTRIL 025MG C/ 30 CPR"",",1
"""RIVOTRIL 25 MG ML GOTAS 20ML B1"",",1
"""RIVOTRIL GTS 2",1
"""ROVAMICINA 1",1
"""ROXETIN XR 12",1
"""ROZEX GEL 075% 30G""",1
"""SABAO PO MINUANO 1",1
"""SABINE 25 MG C/30 COM REV (PORTAL DROGARIA)"",",1
"""SABONETE INTIMO DERMACYD INFANTIL 200+100ML R$ 199 PRO 2X1""",1
"""SALSEP JET 09% FR 100ML"",",1
"""SALSEP JET KIDS 09% FR 100ML"",",1
"""SANDRENA 10% 28SACHE"",",1
"""SAYA CONTROL 1",1
"""SAZON CALDO EM PO SABOR COSTELA 32",1
"""SERINGA 10ML AGUL 07X25 (SR) LUER SLIP"",",1
"""SERINGA 1ML INSULINA C/AGULHA FIXA 30G 0",1
"""SERINGA 20ML C/AG. 25X0",1
"""SERINGA 3ML AG 30X0",1
"""SERINGA 5ML C/AG. 07X25 C/ROSCA C/25"",",1
"""SERINGA DESC. INSUL.0",1
"""SERINGA DESC. INSUL.03ML C/AG 25 X 0,6 C/10"",",1
"""SERINGA DESC. INSUL.03ML C/AG 30 X 0,8 C/10"",",1
"""SERINGA DESC. INSUL.1 ML C/AG 30 X 08 C/100"",",1
"""SERINGA INSULINA 1ML 100 UI 8X030 UNIT",1
"""SERINGA INSULINA 1ML 127X0,33"",",1
"""SERINGA UF 10X10 INSULINA 0",1
"""SERINGA UF INSULINA 1ML 8X03 C/10UN"",",1
"""SERUM 98% ACIDO GLICOLICO + AMINOACIDOS PRINCIPIA SKINCARE"",",1
"""SIFAO SANF UNIV BCO 1",1
"""SIFROL 0125MG 30CPR"",",1
"""SIGMA - CLAV BD 80/114 MG/ML SUSP 70ML"",",1
"""SIGMATRIOL 025MCG 30CPS"",",1
"""SIMBIOFLORA MULTI C 15 SACH 67G""",1
"""SINCRO XR 12",1
"""SOL FISIOLOGICA 09% 500ML UNIPHAR"",",1
"""SOL FISIOLOGICA SORIMAX 09% 500ML"",",1
"""SOL FISIOLOGICO NEO PREMIUM 09%500ML"",",1
"""SOLUCAO FISIOLOGICA 09% 24X250ML/ADV"",",1
"""SOLUCAO FISIOLOGICA 09% IV 100ML"",",1
"""SOLUCAO FISIOLOGICA 09% IV 250ML"",",1
"""SOLUCAO FISIOLOGICA 09%IV 1000ML FRASCO""",1
"""SOLUCAO FISIOLOGICA 09%IV 500ML FRASCO"",",1
"""SORO FISIOL 09% 250ML/ADV"",",1
"""SORO FISIOLOGICO 09% 250ML FARMARIN"",",1
"""SORO REIDRATANTE SACHES 8",1
"""STABIL 0125MG C/ 30 CPR"",",1
"""STABIL 025MG C/30 CPR""",1
"""STARLUX ESPARADRAPO IMPERMEAVEL BRANCO 2",1
"""STILNOX CR 12",1
"""STILNOX CR 625MG 20CPR"",",1
"""SULFATO DE SALBUTAMOL 048MGML XPE FR X 120ML+CM"",",1
"""SULGLIC 1",1
"""TAMSULON 04MG C 30 CAPS"",",1
"""TANDUO 0",1
"""TANSUDART 04MG C/30 CAPS LP-SIMILAR"",",1
"""TANSULOSINA 04MG 30CAP EUR"",",1
"""TANSULOSINA 04MG 60CPS GEOLAB"",",1
"""TANSULOSINA 04MG C/30 CPR ZYDUS"",",1
"""TANSULOSINA CLOR 04MG 30 CAPS LIB PROL BIOLAB GEN"",",1
"""TARFIC 01% POM 30G"",",1
"""TARFIC 03MG POMADA 30GR"",",1
"""TECNOMET 2",1
"""THINNER ANJO 2750 09L"",",1
"""TIBIAL 2",1
"""TIBOLONA 2",1
"""TILESTAL 37",1
"""TIMOLOL 03% COL 5ML GER GERMED""",1
"""TIMOLOL 05% 5ML TEUTO""",1
"""TINT LOREAL IMEDIA 6",1
"""TINTURA CASTING GLOSS CREME 800 LOURO BAUNILHA 1X11894"",",1
"""TOBRACIN PM OFTAL 3",1
"""TOBRACORT 35 G POM OFTAL"",",1
"""TOBRADEX POM OFT 3",1
"""TOBRAMICINA 03% COL 5ML GER GERMED""",1
"""TRAMADOL 37",1
"""TRAMADOL+ PARACET 37",1
"""TRAMADOL+PARAC 37",1
"""TRATURIL 5",1
"""TRAUMEEL S SOL INJ 10 AMP 22ML"",",1
"""TRAUMEEL SL 3015 MG 50 COMP"",",1
"""TRAVAMED 004MG SOL OFT 2,5ML"",",1
"""TRAVAMED MT 004+5MG ML OFT2,5ML""",1
"""TRAVOPROSTA 004MG SOL OFT C/2,5ML/NOQ"",",1
"""TRAVOPROSTA 004MG/ML OFT 2,5ML TEUTO"",",1
"""TRAVOPTIC 004MG/ML SOL OFT2,5ML"",",1
"""TRIFOR 123G C/30 SACHES"",",1
"""TRIPLIXAM 10+2",1
"""TRIPLIXAM 5+125+10MG 30COMP REV"",",1
"""TRIPLIXAM 5+125+5MG 30 COMP REV"",",1
"""TROL PAR 375 / 325 MG C/ 10 CPR"",",1
"""TROL PAR 375 / 325 MG C/ 20 CPR"",",1
"""TRULICITY 0",1
"""TRULICITY 1.5MGX2 SER 0",1
"""TURNO XR 12",1
"""TURNO XR 625MG 30CPR"",",1
"""UD GARRAFA T INVICTA PRESS INOX 18LT UN/0001/UN"",",1
"""ULTRACET 37",1
"""UMMA CR VAG 20MG/G 6",1
"""UNHASANA AMOROLFINA 50MG 2",1
"""UNTRAL 2",1
"""VAGICAND 002GG CREM VAG BG 40G+7APLIC"",",1
"""VALSARTANA + HIDRO 160/12",1
"""VASOPRIL PLUS 20/12",1
"""VECASTEN 267MG C 60COMP REV""",1
"""VECASTEN 267MG C/30 COMP REV-OUTROS",1
"""VENLAFAXINA 37",1
"""VENLAXIN 37",1
"""VENLIFT OD 37",1
"""VENZER HCT 16MG + 12",1
"""VENZER HCT 8MG + 12",1
"""VERSA 100MGML SOL INJ 2 SER X 08 ML + SIST SEG""",1
"""VERSA 20MG02ML SOL INJ 2 SER X 0,2ML+SIST SEG",1
"""VERSA 40MG04ML SOL INJ 2 SER X 0,4ML+SIST SEG"",",1
"""VESOMNI 06+04MG C/30CPR",1
"""VESOMNI 06+04MG CPR 10",1
"""VICK INALADOR 1 C/0",1
"""VIOFTA 040% SOL OFT 10ML"",",1
"""VIT B12 METILCOBALAMINA 994MCG C/60COMP VEGANA"",",1
"""VITACID CR 0050% 25G""",1
"""VITACID GEL 0025% 25G"",",1
"""VITAFOR - COQUETELEIRA 600ML VERMELHA"",",1
"""VITANOL A CR 0025% 30G""",1
"""VIZURIA 5",1
"""VOLARE 40MG/04ML INJ 2SER PREEN"",",1
"""VOLARE 40MG/ML INJ 6SER 04ML"",",1
"""VULT BATOM MATTE LIPS CASTANHO 1X38GR""",1
"""VULT BATOM MATTE LIPS MARSALA 1X38GR""",1
"""VULT BATOM MATTE LIPS ROSA MAGENTA 1X38GR""",1
"""VULT BATOM MATTE LIPS VERMELHO CARMIM 1X38GR""",1
"""VULT DELINEADOR LIQUIDO PRETO 1X2",1
"""VYZULTA SOL OFT 2",1
"""WEGOVY 0",1
"""WEGOVY 025MG+4AG NOVOFINE"",",1
"""WEGOVY 17MG+4AG NOVOFINE"",",1
"""WEGOVY 24MG+4AG NOVOFINE"",",1
"""XAFAC 2",1
"""XAKILIS 2",1
"""XALATAN SOL OFT 2",1
"""XARELTO 2",1
"""XULTOPHY 3",1
"""YASMIN 3MG+003MG 63+21CPR"",",1
"""ZINCO COM REV 29",1
"""ZINCO QUELATO 29",1
"""ZOLFEST SPR 2",1
"""ZYMAR COLIRIO 03% 5ML"",",1
#DES.ABOVE AER.WOM.T.SWE.150ML,1
#ERROR!,1
#G. AMOXICILINA + CLAV POT 875+125MG 20CPR REV LEGRAND,1
#NAPRIX 10MG C/30,1
#SH.CREMER SUAVE 200ML,1
#SH.S.LINE SOS BOMBA VIT.300ML,1
#SH.SEDA HIDRATACAO LEVEZ.325M,1
#TINT.BRILHO&AMP;AMP;TON 4.66 BORDE.35,1
#TINT.CASTING CR.GLOSS 710 COC,1
#TINT.CASTING CR.GLOSS 770 DO.,1
#TINT.MAXTON K.PRA.1.7 PTO.AZU,1
#TINT.MAXTON K.PRA.4.0 CAS.NAT,1
* PARACETAMOL+CODEINA 500+30MG 24CPR NOVA QUIMICA,1
* VENLAFAXINA 150MG 30CAPS NOVA QUIMICA,1
** POLICLAVUMOXIL 875MG + 125MG 14CPR MULTILAB,1
***********DIPIRONA NAO USAR AQUI,1
*G. CARBAMAZEPINA 200MG 20 CPRS (C1) EMS,1
*G. FLUOXETINA 20MG 30CAPS LEGRAND,1
*G. PARAC+CODEINA 500+30MG 12CPR (A2)NEO,1
*G.ALPRAZOLAM 1MG (B1) 30 CPR,1
*G.CLOR DULOXETINA (C1) 60MG 30 CPS,1
*G.MIRTAZAPINA(C1) 30MG 30 CPR,1
*NEUT.SUN FRESH FPS60 FAC.C/COR+AGUA MIC,1
*OLANZAPINA 10MG 30 CPR GEOLAB,1
- DIPIRONA MONOIDRATADA 1000MG 10 CPS / GEN DIPIRONA SODICA,1
- DIPIRONA MONOIDRATADA 1000MG 20 CPS PRATI,1
- DVITTA 7.000 UI 4 CAPS / OUT COLECALCIFEROL,1
- IBUPROFENO 400MG 10 CPS PRATI,1
- NASORIM 9 MG/ML SOL 100ML / OUT CLORETO DE SODIO,1
/ESCOVA DESEMBARACANTE COLORS MK,1
/KIT BASICO PARA VIAGEM MK8556,1
/LIXA BIG CANARIO P/ UNHAS C/3 MK5616,1
/PALITO INDIANO MK0004,1
/PEDRA POMES MK5784,1
/PENTE CABO FINO MK,1
/PENTE DENTES LARGOS MK5562,1
/PENTE FINO MK 3148,1
/PORTA ESCOVA DE DENTES ESSENCIAL MK6262,1
/SABONETEIRA ESSENCIAL MK6255,1
100 WHEY MAX TITANIUM 900GPOTE CHOCO,1
100 WHEY MORANGO 900GR POTE,1
100% WHEY POTE AVELA 900G-DR PEANUT,1
100% WHEY POTE BAUNILHA 900GR,1
100% WHEY POTE CHOCOLATE 900GR,1
100% WHEY POTE COOKIES & CREAM 900GR,1
100% WHEY POTE MORANGO 900GR,1
11986 PLUG MACHO RETO PT 2P 10A PLD12 11986,1
20 BI 435MG CPS 10,1
20-BI 30 CAP,1
20BI 5 CAP,1
2ENSURE BANANA 850G,1
5 MAGNESIO 500MG 60CAP,1
A SAUDE DA MULHER 150ML,1
A-Z POLIVITAMINICO E POLIMINERAL 60CAPSULAS,1
AAS INF C 30 COMP,1
AAS INFANTIL 10CPR SANOFI,1
AAS PROTECT 100CPR 30CPR,1
ABC spray incolor antimicótico 30ml - kley hertz,1
ABERALGINA 20ML SOL GOTAS,1
ABERALGINA 500MG/ML GTS 20ML,1
ABIDOR 200MG/ML 15 ML (PARACETAMOL),1
ABIDOR 500 MG 20 CPR PARACETAMOL,1
ABIDOR PARACET 500MG CAFEIN 65MG C20,1
ABLOK 25MG 30CPR,1
ABLOK PLUS 100/25MG 30CPR,1
ABRETIA 30MG LR C/30 CAPS,1
ABRETIA LR 60MG C/30 CAPS C1-SIMILAR,1
ABRIFIT 7MG/ML FRS C/100ML XRP,1
ABRILAR EXPECTORANTE 100ML,1
ABRILAR L-MENTOL XPE FR C 200ML,1
ABS ALWAYS 8UND PINK C/A NOT,1
ABS ALWAYS BASICO S/ABAS 1X8UN,1
ABS ALWAYS BASICO SUAVE C/ABAS 1X16UN,1
ABS ALWAYS NOITE TRANQUILA C/8 C/ABAS SECA,1
ABS ALWAYS SUPER PROTEÇÃO SUAVE C/ABAS 1X10UN,1
ABS BIGFRAL 3 EM 1 PÓS PARTO - PÓS OPERATORIO 20 UNIDADES,1
ABS CAREFREE NEUTRALIZE C15,1
ABS CAREFREE REG VERM C40 COM FRAGANCIA,1
ABS CHARM'S SUAVE C/ABAS C/8 UN,1
ABS CREMER PARA SEIOS 30UN UN/0001,1
ABS DIANA C/ABAS SUAVE L32P28,1
ABS DIANA NOTURNO LEVE 16 PAGUE 14 COM ABAS,1
ABS DIANA SUAVE COM ABAS C/08,1
ABS INT GEL NOTURNO SECA C/AB 30UND,1
ABS INT GEL NOTURNO SUAVE C/AB 30UND,1
ABS INTIMUS GEL NORMAL C/ABAS SECA 8UN,1
ABS INTIMUS GEL NORMAL C/ABAS SUAVE L16P14,1
ABS INTIMUS GEL NORMAL S/ABAS SUAVE 12X8UN,1
ABS INTIMUS GEL NOT SV SOFT CABAS C8,1
ABS INTIMUS INTERNO MED L16 PG15,1
ABS INTIMUS INTERNO MEDIO C8,1
ABS INTIMUS INTERNO SUP L16 PG15,1
ABS INTIMUS SUAVE C A C 32,1
ABS INTINUSULTRAFINO C/ABAS 1X14UN,1
ABS INTUMUS SUPER 8 UNIDADES,1
ABS MILI NOT SUAVE COM ABAS 1X16 UND,1
ABS MILI NOT SV C/ABAS C08 1X08,1
ABS MILI NOT SV C/ABAS C32 1X32,1
ABS MILI NOTUR SV C/ABAS 1x16,1
ABS MILI P.TOTAL SU C/ABAS C/32UNID,1
ABS MILI P.TOTAL SV C/ABAS C/08 1X08,1
ABS NATURALMENTE LV 8 PG7 S/ABAS 60X8UN,1
ABS NATURALMENTE LV 8 PG7 S/ABAS 8UN,1
ABS NATURALMENTE LV8 PG7 C/ABAS 24X08UN,1
ABS NATURALMENTE MAX NOT S/ABAS,1
ABS OB COMFORT MEDIO C/16UNID,1
ABS OB INTERN COMFORT MEDIO C/16-DEMAIS PROD,1
ABS OB MED LV10 PG 8,1
ABS OB MEDIO LV10 PG08 1X10UN,1
ABS OB PRO COMFORT SUPER C/16UNID,1
ABS OB SUPER LV10 PG 8,1
ABS P SEIOS AMAMENTE 12 UNID,1
ABS PROT DIARIO MILI 1X40,1
ABS PROT DIARIO MILI 1X80,1
ABS S LIVRE ADAPT NT DIA 16UN-DEMAIS PROD,1
ABS S LIVRE ADAPT NT DIA 32UN-DEMAIS PROD,1
ABS S.LIV ESPEC SUAV SABAS C8,1
ABS SEIOS CREMER C/12,1
ABS SYM C/ABAS SUAVE L32P28 PT/0001,1
ABS SYM NOT SUAVE C/ABAS AZUL 30UND. L,1
ABS TENA LADY DISCREET NORMAL 8X8,1
ABS TENA MEM LEVEL 2 6X10,1
ABS. SYM PREMIUM SUAVE C/ABAS MAIS POR MENOS 1X16UN,1
ABSOR. ALWAYS NOT PROT TOTAL SECA C/ABAS L16P14,1
ABSORVENTE ALWAYS BASICO SECA C/ABAS 1X32UN,1
ABSORVENTE ALWAYS HIPER LONGO NOT SECA 1X10UN,1
ABSORVENTE ALWAYS NOT PROT TOTAL SUAVE C/ABAS 1X16UN,1
ABSORVENTE ALWAYS NOT SUAVE C/ABAS GD PROM 1X10UN,1
ABSORVENTE ALWAYS NOT SUAVE C/ABAS XG 1X8UN,1
ABSORVENTE ALWAYS NOT SUAVE C/ABAS XG PROM 1X26UN,1
ABSORVENTE BIGFRAL C/20,1
ABSORVENTE GERIATRICO BIGFRAL REGULAR PLUS 1X20UN,1
ABSORVENTE GERIATRICO BIOFRAL MAXI MULTI USO 1X20UN,1
ABSORVENTE GERIATRICO CLIN OFF 1X18UN,1
ABSORVENTE GERIATRICO LIFREE CALCA 1X20UN,1
ABSORVENTE GERIATRICO TENA LADY EXTRA 1X8UN,1
ABSORVENTE GERIATRICO TENA LADY MAXI NIGHT 1X6,1
ABSORVENTE INTERNO INTIMUS GEL C/ 16 UN,1
ABSORVENTE INTIMUS 2X1 SUAVE C/ABAS 1X1UN,1
ABSORVENTE INTIMUS INTERNO SPORT SUPER 1X8UN,1
ABSORVENTE INTIMUS INTERNO SUPER SPORT C/APLIC 1X8UN,1
ABSORVENTE INTIMUS NOT SECO C/ABAS 1X8UN,1
ABSORVENTE INTIMUS NOT SUAVE C/ ABAS LV+PG- 1X16UN,1
ABSORVENTE INTIMUS NOT SUAVE C/ ABAS LV+PG- 1X30UN,1
ABSORVENTE INTIMUS ULTRAF DIAENOITE C/ABAS 1X14UN,1
ABSORVENTE INTIMUS ULTRAFINO ANTIBACTERIANO C/ABAS PROM 1X28,1
ABSORVENTE INTIMUS ULTRAFINO DIAENOITE C/ PROM 1X28UN,1
ABSORVENTE ISACARE ADULTO TAMANHO UNICO 8X20$,1
ABSORVENTE LADYSOFT NOTURNO SUAVE 1X8UN,1
ABSORVENTE MAMYPOKO COM 12 UNIDADE,1
ABSORVENTE PARA OS SEIOS LEVE 30PAG2,1
ABSORVENTE SEIOS CLESS INTIMA 1X30UN,1
ABSORVENTE SYM NORMAL SUAVE S/ABAS VERDE 1X8UN,1
ABSORVENTE SYM PREMIUM SECA C/ABAS MAIS POR MENOS 1X16UN,1
ABSORVENTE SYM PREMIUM SUAVE C/ABAS NOT 1X30U,1
ABSORVENTE SYM SECA C/ABAS LARANJA LV+PG- 1X30UN,1
ABSORVENTE SYM SECA C/ABAS NOITE & DIA AZUL 1X30UN,1
ABSORVENTE SYM SUAVE C/ABAS ROXO LV+PG- 1X30UN,1
ABSORVENTE SYM TOTAL PROTECT NOITE E DIA SUAVE ABAS C/8,1
ABSORVENTE TAMPAX INTERNO SUPER PLUS C/APLICADOR 1X10UN,1
ACALMIL 20CPR - PASSIFLORA + ASSOCIACOES,1
ACCU CHEK ACTIVE C 10 TIRAS,1
ACCU CHEK ACTIVE KIT,1
ACCU-CHECK AGULHA P/ CANETA FINE 4MM,1
ACCU-CHEK ACTIVE 50 TIRAS,1
ACCU-CHEK FASTCLIX LANCETADOR,1
ACCU-CHEK SOFTCLIX LANCETA 200 UN M ROCHE,1
ACCUCHEK SOFTCLIX 25 LANCETAS,1
ACEBROFILINA 25 MG/5ML EUROFARMA,1
ACEBROFILINA 25MG5ML XPE FR 120ML+CM,1
ACEBROFILINA 50 MG/5ML EUROFARMA,1
ACEBROFILINA 50MG/5ML XPE 120ML,1
ACEBROFILINA 50MG/5ML XPE FR 120ML,1
ACEBROFILINA INF 5MG/ML XP FR 120ML GLOBO,1
ACEBROFILINA PED XPE CIMED,1
ACEBROFILINA XPE AD 120ML BIO-GENERICO,1
ACEBROFILINA XPE AD 120ML GERMED,1
ACEBROFILINA XPE INF 120ML BIO,1
ACEBROFILINA XPE INF 120ML EMS,1
ACEBROFILINA XPE INF 120ML GERMED,1
ACECLOFENACO 100MG 12CPR GERMED,1
ACECLOFENACO 100MG C 24 CP RANBAXY,1
ACECLOFENACO 100MG C/12 COMP REV,1
ACECLOFENACO 100MG COMP REV C/12 GEN,1
ACECLOFENACO CR 30G GERMED,1
ACERATUM GTS 10ML,1
ACERTANLO 14MG+10MG C/ 30COMP (PBM FUNCIONAL),1
ACERTANLO 7MG+5MG 30 CPR,1
ACERTIL 10 MG C/30 COMP (PBM FUNCIONAL),1
ACERTIL 10MG C 60 COMP REV (PBM FUNCIONAL),1
ACERTIL 5MG 30 CPR,1
ACERTIL 5MG C/60 COMP REV,1
ACET DE TRIANCINOLONA POM 10G EMS,1
ACET DE TRIANCINOLONA POM 10G GERMED,1
ACET TRIANCINOLONA POM 10G EUROFARMA,1
ACETATO DE DEXAMETASONA 1MGG CREME DERM BG 10G,1
ACETATO DE HIDROCORTISONA 10MG CREME DERM BG 15G,1
ACETATO DE HIDROCORTISONA 10MG CREME DERM BG 20G,1
ACETILCISTEINA 120ML INFANTIL LEGRAND,1
ACETILCISTEINA 200MG 16ENV 5G EUROFARMA,1
ACETILCISTEINA 20MG XPE 120ML GERMED B4,1
ACETILCISTEINA 20MG XPE INF 120ML+COP,1
ACETILCISTEINA 20MG/ML XPE X 120 ML,1
ACETILCISTEINA 40MG AD 120ML/LEG,1
ACETILCISTEINA 40MG XPE 120ML GERMED,1
ACETILCISTEINA 40MG XPE120ML BIOSINTETICA,1
ACETILCISTEINA 40MG/ML XPE LARANJA 120ML,1
ACETILCISTEINA 600MG 16ENV 5G EUROFARMA,1
ACETILCISTEINA 600MG 16ENV 5G GERMED,1
ACETILCISTEINA 600MG 16ENV 5G legrand,1
ACETILCISTEINA 600MG 16ENV 5GR LEGRAND,1
ACETILCISTEINA 600MG 16ENV GEOLAB,1
ACETILCISTEINA INF 20MG/ML XPE C/100ML LARANJA,1
ACETILCISTEINA XAROPE EXPECTORANTE INFANTIL 20MG/ML 120ML,1
ACETILCISTEINA XPE INF 120ML G EUROFARMA,1
ACETILCISTEINA XPE PED 120ML EMS,1
ACETILCISTEINA XPE PED GEO,1
ACETONA 100ML FARMAX,1
ACETONA CRUZEIRO 1X480ML,1
ACETONA CRUZEIRO 24X95ML,1
ACETONA CRUZEIRO 500ML,1
ACETONA IDEAL 100 ML,1
ACETONA LIMPS 1X95ML,1
ACETONIDO DE ALGESTONA+ENANTATO DE ESTRADIOL 150+10MG SOL IN,1
ACETONIDO DE TRIANCINOLONA 1MGG POM BUCAL BG 10G PRATI,1
ACEVITON 1G 3 TB X 10 COMP EFERV,1
ACEVITON ZINCO COMP EFERV C/30,1
ACFOL CX C/ 40 COMP,1
ACFOL FR C/ 10 ML,1
ACHEFLAN AEROSOL 75ML,1
ACHEFLAN CREME 30G,1
ACHEFLAN CREME 60G,1
ACICLOVIR 200 MG C/25 CP GEN ACHE,1
ACICLOVIR 200MG C 25 COMP GERMED,1
ACICLOVIR 200MG C/25 TEUTO,1
ACICLOVIR 200MG C/30 UNIÃO QUI.,1
ACICLOVIR 400MG 30 CPR SANDOZ,1
ACICLOVIR 400MG 30 CPS / GEN,1
ACICLOVIR 400MG 30CPR MERCK,1
ACICLOVIR 400MG C/30 COMP RABNAXY,1
ACICLOVIR 400MG C/30 COMP SAN,1
ACICLOVIR 400MG C/30 CPR LEGRAND (G),1
ACICLOVIR CR 10G PRATI,1
ACICLOVIR CREME 10G EMS,1
ACICLOVIR CREME 10G GMD,1
ACICLOVIR CREME 10G MEDLEY,1
ACICLOVIR CREME 10G TEUTO,1
ACICLOVIR SANDOZ GEN 200MG C/25 CPR,1
ACIDIF LOLA DENSIDADE 250ML,1
ACIDIFICANTE CAPILAR ELSEVE GLYCOLIC GLOSS 1X200ML,1
ACIDIFICANTE CAPILAR OX GLICOLICO 1X200ML,1
ACIDIFICANTE OH MY VEM D GLICOLICO150ML,1
ACIDIFICANTE SALON LINE MEU LISO ESCUDO ANTIPOROSIDADE 1X240,1
ACIDIFICANTE SALONLINE ANTIPOROSIDADE DE REPENTE PRONTA 1X30,1
ACIDO ACETIL 100MG INF 30CP EMS,1
ACIDO ACETILSALICILICO 100MG 60CPR,1
ACIDO ESFOL ROSA SELVAGEM CLAREA 100ML,1
ACIDO HIALURONICO / VITAMINA C,1
ACIDO HIALURONICO /VITAMINA C SERUM FACIAL,1
ACIDO HIALURONICO 60CAPS DUOM,1
ACIDO HIALURONICO VITAMINA C S FRAG 30ML,1
ACIDO HIALURONICO VITAMINAS 60CAPS DUOM,1
ACIDO MEFENAMICO 500MG 24CPS BIOSINTETIC,1
ACIDO MEFENAMICO 500MG 24CPS MEDLEY,1
ACIDO MEFENAMICO 500MG C/12 COMP MEDLEY,1
ACIDO TRANEXANICO 250MG 12CPR EMS,1
ACIDO TRANEXANICO 250MG 12CPR LEGRAND,1
ACIDO URSODESOX 150MG C 30 COMP,1
ACIDO URSODESOX 300MG C 30 COMP RANBAXY,1
ACIDO URSODESOXICOLICO 150MG C/30 CP EMS-GENERICO,1
ACIDO URSODESOXICOLICO 300MG C/30 CP EMS-GENERICO,1
ACIDO VALPROICO 250MG 25 CP C1,1
ACNASE CLEAN SAB ESFOLIANTE 80G,1
ACNASE CREME 25G,1
ACNASE GEL ESFOLIANTE 80G,1
ACNE CONTROL SAB NIVEA GEL 150G,1
ACNEBLOCK SABONETE HERBAL 85GR,1
ACNEN 50MG/G GEL 20G,1
ACNEZIL 50MGG GEL BG 20G,1
ACNEZIL CARVAO ATIVADO SAB BARRA 90 G,1
ACNEZIL GEL SECATIVO BG 10 G,1
ACNEZIL MASC ESF ARGILA 10G,1
ACNEZIL MASC FACIAL P/ CRAVOS 8G,1
ACNEZIL SAB BARRA C/90G EXTRA SEC,1
ACNEZIL SAB BARRA CART X 90G FORM FORTE CIMED,1
ACNEZIL SAB PELE ACNEICA 70G,1
ACNEZIL SABONETE BARRA PELE ACNEICA 70G,1
ACNEZIL SABONETE BARRA PELE OLEOSA 70G,1
ACNEZIL SECATIVO BIFAS YUZI SOL FR 20ML,1
ACNIBEN SPRAY CORPORAL 150ML,1
ACNOVA 20MG C/30 CAPS,1
ACOG 15MG C/30 COMP REV (PORTAL DROGARIA),1
ACTINE + VITAMINA C GEL LIMP 400G,1
ACTINE AQUAFLUID F60 40G CLA MED,1
ACTINE AQUAFLUID F60 40G SEM COR,1
ACTINE AQUAFORCE GEL HIDR 40G,1
ACTINE CARVAO DETOX GEL LIM 100G,1
ACTINE CONTROL GEL LIMPEZA 140G,1
ACTINE CONTROL GEL LIMPEZA 240G,1
ACTINE CONTROL GEL LIMPEZA 400G,1
ACTINE CONTROL GEL LIMPEZA 60G-DEMAIS PROD,1
ACTINE CONTROL SAB BARRA 70G,1
ACTINE CONTROL SAB LIQ 240ML-DEMAIS PROD,1
ACTINE FRESH P SOLAR FPS30 150G,1
ACTINE FRESH P SOLAR FPS60 150G,1
ACTINE GEL DE LIMPEZA 140G,1
ACTINE GEL DE LIMPEZA 240G,1
ACTINE GEL DE LIMPEZA 400G,1
ACTINE GEL DE LIMPEZA 60G,1
ACTINE GEL DE LIMPEZA REF 300G,1
ACTINE GEL LIMP 400ML+MIC 100ML,1
ACTINE GEL LIMPEZA 240G DARROW,1
ACTINE GEL TRAT 30ML,1
ACTINE LOCAO ADSTRINGENTE 190ML,1
ACTINE P SOLAR F60+GEL LIMP 40G,1
ACTINE PELE ACNEIC SAB BARRA 70G-DEMAIS PROD,1
ACTINE PROT SOL MOR MAIS F70 40G-DEMAIS PROD,1
ACTINE PROT SOLAR CLARA F70 40G-DEMAIS PROD,1
ACTINE PROT SOLAR COR FPS30 40G-OUTROS,1
ACTINE PROT SOLAR COR FPS60 40G-OUTROS,1
ACTINE PROT SOLAR FPS60 40G-OUTROS,1
ACTINE PROT SOLAR S COR F30 40G,1
ACTINE SAB DERMATOL BARRA 70G,1
ACTINE SAB LIQ 400ML,1
ACTINE SABONETE LIQUIDO ALO VERA 140ML,1
ACTINE SABONETE LIQUIDO ALO VERA 240ML,1
ACTINE ULTRA COR FPS80 40G-DEMAIS PROD,1
ACTINE ULTRA FPS80 40G,1
ACTIVE C 10 TUBO 30ML-DEMAIS PROD,1
ACTIVE C10 15ML,1
ACTONEL CHRONOS 35MG X 4 CPR,1
ACU FRESH 5MG/ML SOL OFT 10ML,1
AD MUC POM 10% 10G,1
AD-MUC ANT SEPTICO BUC SPR 30ML,1
AD-MUC KIDS GEL 10G,1
AD-VITAM 20ML,1
AD-VITAM 50000 UI + 10000 UI SOL FR GOT 10 ML,1
ADACNE CLIN GEL 45 G,1
ADAPALENO 01% GEL 30G MEDLEY,1
ADAPTIS SOL OFTALMICA 05% 10ML,1
ADAPTIS SOL OFTALMICA 1% 10ML-DEMAIS PROD,1
ADDERA CAL 1.000UI FR C/90 COMP,1
ADDERA CAL 1000UI FRAS C/30COMP,1
ADDERA CAL 2.000UI 30CPR,1
ADDERA CAL 2.000UI FR C/90 COMP,1
ADDERA D3 1000UI GTS FR 5ML,1
ADDERA D3 132UI GTS FR 10ML,1
ADDERA D3 132UI GTS20ML,1
ADDERA D3 14.000UI C/4 CAPS GEL,1
ADDERA D3 2.000UI C/30 CAPS GEL-DEMAIS PROD,1
ADDERA D3 2000UI FRAS C/30CP REV-OUTROS,1
ADDERA D3 2000UI FRAS C/90CP,1
ADDERA D3 30.000UI C/2 CAPS GEL,1
ADDERA D3 4.000UI C/30 CAPS GEL,1
ADDERA D3 400UI GTS 10ML,1
